ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
BROWNKE01 ,Kedrick,Brown,N,5,14,8,0,2,2,0,1,1,0,0,6,3,2,1,1,1
BROWNKW01 ,Kwame,Brown,N,18,466,157,64,40,104,11,3,15,26,54,122,61,53,35,0,0
BROWNMI01 ,Mike,Brown,N,43,702,241,110,53,163,23,8,5,40,109,179,79,105,83,0,0
BROWNPJ01 ,P.J.,Brown,N,106,2882,757,439,261,700,103,67,83,107,327,656,285,249,187,2,0
BROWNRA01 ,Randy,Brown,N,47,281,74,20,9,29,22,15,3,18,46,70,27,23,17,6,3
BROWNRA02 ,Raymond,Brown,N,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
BROWNRI01 ,Rickey,Brown,N,7,98,33,17,5,22,2,0,1,5,22,24,11,14,11,0,0
BROWNRO01 ,Roger A.,Brown,A,110,4030,1992,0,0,705,405,0,0,0,391,1590,765,583,462,0,0
BROWNRO02 ,Roger,Brown,N,11,56,10,0,0,14,2,0,0,0,10,10,4,4,2,0,0
BrownSh01 ,Shannon,Brown,N,21,276,103,17,8,25,13,10,2,10,27,83,36,24,19,25,12
BROWNTO01 ,Tony,Brown,N,17,133,32,8,4,12,9,4,0,2,17,28,11,11,7,8,3
BRUNSGE01 ,George,Bruns,A,2,7,1,0,0,0,1,0,0,0,3,1,0,2,1,0,0
BRUNSRI01 ,Rick,Brunson,N,16,28,9,0,1,1,3,1,0,5,5,7,2,6,5,0,0
BRYANEM01 ,Emmette,Bryant,N,27,758,231,0,0,111,70,0,0,0,104,227,88,69,55,0,0
BRYANJO01 ,Joe,Bryant,N,30,274,123,0,0,54,21,7,1,0,54,116,52,28,19,0,0
BRYANKO01 ,Kobe,Bryant,N,175,6888,4381,709,180,889,829,247,123,503,529,3501,1565,1278,1037,650,214
BRYANMA01 ,Mark,Bryant,N,79,967,278,115,79,194,14,17,14,44,157,241,113,71,52,2,0
BRYANWA01 ,Wallace,Bryant,N,2,36,2,6,1,7,1,1,1,2,5,1,0,2,2,0,0
BUCCIGE01 ,George,Bucci,A,2,9,7,0,0,0,0,0,0,0,2,7,3,2,1,0,0
BUCKHJO01 ,Joe,Buckhalter,N,4,60,34,0,0,22,4,0,0,0,14,38,16,3,2,0,0
BUCKNGR01 ,Greg,Buckner,N,38,573,157,70,30,100,23,16,6,14,78,159,60,28,22,58,15
BUCKNQU01 ,Quinn,Buckner,N,68,1057,346,62,26,115,170,64,1,56,170,337,148,82,50,4,0
BUDKOWA01 ,Walter,Budko,N,3,58,16,0,0,12,5,0,0,0,11,14,6,7,4,0,0
BUECHJU01 ,Jud,Buechler,N,71,561,124,52,30,82,24,21,7,16,60,123,49,13,7,53,19
BUFORRO01 ,Rodney,Buford,N,24,124,44,13,5,18,7,6,1,4,20,44,17,6,5,11,5
BULLAMA01 ,Matt,Bullard,N,35,360,121,39,10,49,19,6,9,11,29,95,38,22,18,59,27
BUNTDI01  ,Dick,Bunt,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNTIBI01 ,Bill,Bunting,A,6,35,18,0,0,6,1,0,0,0,4,10,5,12,8,0,0
BURKEPA01 ,Pat,Burke,N,12,57,24,13,2,15,1,1,2,4,12,16,9,7,5,2,1
BURKSAN01 ,Antonio,Burks,N,3,16,3,1,0,1,3,1,0,0,2,1,1,2,1,0,0
BURLETO01 ,Tom,Burleson,N,15,572,311,0,0,153,23,0,0,0,54,227,123,86,65,0,0
BURMAJA01 ,Jack,Burmaster,N,3,0,36,0,0,0,8,0,0,0,7,31,16,4,4,0,0
BURRESC01 ,Scott,Burrell,N,23,273,85,35,11,46,11,21,3,11,33,76,34,13,11,21,6
BURTOWI01 ,Willie,Burton,N,2,11,2,0,0,0,0,0,0,1,3,4,1,0,0,2,0
BURTTST01 ,Steve,Burtt,N,8,104,50,9,3,12,14,5,0,8,18,38,16,21,18,2,0
BUSEDO01  ,Don,Buse,N,20,428,109,23,8,36,73,14,1,20,29,107,42,23,16,23,9
BUSEDO01  ,Don,Buse,A,49,1208,239,0,0,134,159,0,0,0,100,249,100,64,39,0,0
BUSTIDA01 ,Dave,Bustion,A,1,11,10,0,0,1,1,0,0,0,3,7,2,7,6,0,0
BUTLECA01 ,Caron,Butler,N,25,1019,390,163,44,207,70,51,12,53,95,341,141,117,98,46,10
BUTLEMI01 ,Mitchell,Butler,N,2,4,2,1,0,1,0,0,0,0,0,2,1,0,0,0,0
BUTLERA01 ,Rasual,Butler,N,27,398,130,40,4,44,10,3,5,9,47,118,48,12,10,58,24
BYNUMAN01 ,Andrew,Bynum,N,29,457,164,68,41,109,10,8,23,21,84,143,66,53,32,0,0
BYNUMWI01 ,Will,Bynum,N,4,78,47,5,1,6,10,5,0,8,9,39,18,10,10,4,1
BYRNEMA01 ,Marty,Byrnes,N,4,8,6,0,1,1,1,0,0,1,0,3,1,6,4,0,0
CABLEBA01 ,Barney,Cable,N,11,248,76,0,0,89,8,0,0,0,41,79,31,25,14,0,0
CAFFEJA01 ,Jason,Caffey,N,35,464,109,60,56,116,29,6,8,27,71,96,39,45,31,0,0
CAGEMI01  ,Michael,Cage,N,53,1105,261,175,127,302,30,37,34,39,120,216,113,71,35,2,0
CALABGE01 ,Gerry,Calabrese,N,6,53,24,0,0,8,4,0,0,0,18,24,10,4,4,0,0
CALDEJO01 ,Jose,Calderon,N,11,266,137,22,6,28,67,6,0,21,27,119,57,11,10,33,13
CALDWAD01 ,Adrian,Caldwell,N,2,4,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0
CALDWJI01 ,Jim,Caldwell,A,12,238,69,0,0,80,19,0,0,0,36,66,26,27,17,0,0
CALDWJO01 ,Joe,Caldwell,A,16,572,222,0,0,95,53,0,0,0,49,197,96,62,30,0,0
CALDWJO01 ,Joe,Caldwell,N,45,1477,716,0,0,215,119,0,0,0,140,652,293,232,130,0,0
CALHOBI01 ,Bill,Calhoun,N,14,0,61,0,0,41,20,0,0,0,19,48,20,28,21,0,0
CALHOCO01 ,Corky,Calhoun,N,18,203,62,0,0,28,7,2,1,0,22,54,28,10,6,0,0
CALVIMA01 ,Mack,Calvin,N,18,247,127,0,0,17,34,7,0,0,24,82,38,58,51,0,0
CALVIMA01 ,Mack,Calvin,A,56,1959,1177,0,0,189,297,0,0,0,122,870,405,437,367,0,0
CAMBYMA01 ,Marcus,Camby,N,64,1897,531,448,144,592,73,53,135,70,222,479,212,179,105,5,2
CAMPBEL01 ,Elden,Campbell,N,106,2268,888,343,157,500,99,51,137,129,298,770,339,312,209,4,1
CAMPBTO01 ,Tony,Campbell,N,38,308,160,26,11,37,15,8,1,21,59,116,55,62,46,9,4
CARDFR01  ,Frank,Card,A,17,338,149,0,0,84,22,0,0,0,27,110,64,41,21,0,0
CARDIBR01 ,Brian,Cardinal,N,7,100,29,13,3,16,3,4,0,1,13,25,10,11,8,6,1
CARLIRI01 ,Rick,Carlisle,N,12,62,21,3,4,7,8,3,0,3,10,19,9,4,3,2,0
CARNEBO01 ,Bob,Carney,N,7,41,10,0,0,5,3,0,0,0,7,8,1,9,8,0,0
CarneRo01 ,Rodney,Carney,N,6,84,30,4,3,7,5,7,2,0,9,31,12,2,1,10,5
CARPEBO01 ,Bob,Carpenter,N,4,0,32,0,0,0,2,0,0,0,6,30,11,14,10,0,0
CARRAN01  ,Antoine,Carr,N,107,1832,731,181,94,275,103,27,92,86,383,586,301,173,128,3,1
CARRAU01  ,Austin,Carr,N,18,425,212,0,0,41,41,2,1,0,50,204,87,55,38,0,0
CARRCH01  ,Chris,Carr,N,4,44,24,6,3,9,5,2,1,5,6,16,9,5,4,5,2
CARRKE01  ,Kenny,Carr,N,35,893,368,144,65,230,37,18,12,51,126,299,153,85,62,2,0
CARRML01  ,M.l.,Carr,N,3,112,28,0,0,17,6,0,0,0,9,31,12,7,4,0,0
CARROJO01 ,Joe Barry,Carroll,N,19,511,261,69,25,94,26,18,32,38,60,234,105,64,51,1,0
CARROMA01 ,Matt,Carroll,N,4,14,2,2,0,2,0,0,0,1,1,2,1,0,0,0,0
CARTEAN01 ,Anthony,Carter,N,34,647,155,68,21,89,117,30,5,48,66,163,69,21,14,24,3
CARTEFR01 ,Fred,Carter,N,28,975,446,0,0,123,75,0,0,0,102,434,178,131,90,0,0
CARTEGE01 ,George,Carter,A,30,1119,568,0,0,246,60,0,0,0,112,461,215,166,138,0,0
CARTEHO01 ,Howard,Carter,N,5,60,15,4,1,5,5,4,1,5,3,22,7,0,0,5,1
CARTEJA01 ,Jake,Carter,N,8,0,10,0,0,0,3,0,0,0,12,21,3,6,4,0,0
CARTEMA01 ,Maurice,Carter,N,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CARTERE01 ,Reggie,Carter,N,1,7,0,1,1,2,0,0,0,1,4,1,0,0,0,0,0
CARTERO01 ,Ron,Carter,N,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CARTEVI01 ,Vince,Carter,N,42,1774,1086,201,88,289,220,63,37,114,143,905,378,337,263,202,67
CARTWBI01 ,Bill,Cartwright,N,124,3496,1100,461,207,668,162,54,57,192,412,866,417,367,266,0,0
CASSESA01 ,Sam,Cassell,N,136,3539,1656,291,58,349,592,105,19,268,402,1364,565,483,409,322,117
CATCHHA01 ,Harvey,Catchings,N,53,556,74,62,35,154,23,3,36,16,99,78,31,24,12,0,0
CATLETE01 ,Terry,Catledge,N,19,436,180,60,46,106,7,9,9,23,48,169,73,59,34,1,0
CATOKE01  ,Kelvin,Cato,N,21,264,67,34,26,60,5,7,12,11,45,53,26,28,15,1,0
CAUSWDU01 ,Duane,Causwell,N,8,55,11,11,1,12,2,1,0,3,6,6,2,10,7,1,0
CEBALCE01 ,Cedric,Ceballos,N,59,1213,577,177,86,263,62,41,26,66,80,483,225,136,101,80,26
CERVIAL01 ,Al,Cervi,N,27,116,216,0,0,43,106,0,0,0,102,159,50,134,116,0,0
ChalmMa01 ,Mario,Chalmers,N,7,231,51,13,6,19,31,20,1,17,21,50,20,7,5,21,6
CHAMBJE01 ,Jerry,Chambers,N,14,139,71,0,0,30,8,0,0,0,17,69,29,17,13,0,0
CHAMBTO01 ,Tom,Chambers,N,108,3061,1662,431,138,569,183,62,68,208,359,1380,607,509,421,88,27
CHAMBWI01 ,Wilt,Chamberlain,N,160,7559,3607,0,0,3913,673,0,0,0,402,2728,1425,1627,757,0,0
CHANDTY01 ,Tyson,Chandler,N,28,782,192,139,90,229,18,10,36,32,116,126,72,78,48,0,0
CHANEDO01 ,Don,Chaney,N,70,1835,570,0,0,250,156,0,0,0,229,511,230,142,110,0,0
CHAPMRE01 ,Rex,Chapman,N,13,394,183,24,4,28,28,8,0,22,30,155,65,36,26,72,27
CHAPMWA01 ,Wayne,Chapman,A,20,198,124,0,0,33,16,0,0,0,16,93,46,44,32,0,0
CHAPPLE01 ,Len,Chappell,A,4,89,29,0,0,18,3,0,0,0,13,24,12,8,5,0,0
CHAPPLE01 ,Len,Chappell,N,22,273,119,0,0,69,17,0,0,0,34,105,44,45,31,0,0
CHARLKE01 ,Ken,Charles,N,18,456,111,0,0,41,32,0,0,0,60,114,47,24,17,0,0
CHARLLO01 ,Lorenzo,Charles,N,4,15,7,2,0,2,2,0,0,0,1,4,3,1,1,0,0
CHEANCA01 ,Calbert,Cheaney,N,8,242,67,9,9,18,12,5,3,12,25,68,28,16,11,2,0
CHEEKMA01 ,Maurice,Cheeks,N,133,4848,1910,317,101,453,922,295,45,289,324,1509,772,466,362,41,4
CHENIPH01 ,Phil,Chenier,N,60,2088,1088,0,0,230,131,3,0,0,152,974,438,251,212,0,0
CHIEVDE01 ,Derrick,Chievous,N,7,68,37,2,7,9,4,2,1,6,9,27,11,19,15,0,0
CHILCPE01 ,Pete,Chilcutt,N,21,333,92,44,17,61,18,7,4,12,39,68,32,19,14,37,14
CHILDCH01 ,Chris,Childs,N,73,1953,516,188,27,215,319,62,4,150,248,452,180,125,102,148,54
CHILDJO01 ,Josh,Childress,N,7,205,50,25,15,40,11,1,5,2,7,42,22,12,6,2,0
CHOLLLE01 ,Leroy,Chollet,N,15,0,32,0,0,16,13,0,0,0,27,49,11,21,10,0,0
CHONEJI01 ,Jim,Chones,N,36,959,322,88,39,223,47,12,13,36,116,312,136,78,50,0,0
CHONEJI01 ,Jim,Chones,A,9,170,66,0,0,51,8,0,0,0,25,70,29,16,8,0,0
CHRISBO01 ,Bob,Christian,N,6,34,7,0,0,7,0,0,0,0,10,8,3,1,1,0,0
CHRISCA01 ,Cal,Christensen,N,11,180,42,0,0,45,16,0,0,0,22,39,12,32,18,0,0
CHRISDO01 ,Doug,Christie,N,58,1896,552,224,60,284,219,93,29,116,170,468,179,179,149,149,45
CHUBIST01 ,Steve,Chubin,A,11,55,28,0,0,3,0,0,0,0,0,17,8,14,12,0,0
CLARKAR01 ,Archie,Clark,N,71,2387,1125,0,0,229,297,0,0,0,197,977,444,307,237,0,0
CLARKCA01 ,Carlos,Clark,N,11,31,17,0,3,3,4,2,2,1,5,15,7,4,3,0,0
CLARKKE01 ,Keon,Clark,N,28,448,157,72,35,107,18,7,19,31,65,119,57,57,43,0,0
CLAWSJO01 ,John,Clawson,A,16,313,99,0,0,54,14,0,0,0,60,95,42,24,15,0,0
CLAXTSP01 ,Speedy,Claxton,N,30,378,137,38,8,46,59,21,5,27,46,117,50,50,37,1,0
CLEAMJI01 ,Jim,Cleamons,N,27,667,221,1,0,89,89,4,0,1,50,230,91,46,39,0,0
CLEMEJO01 ,John,Clemens,N,7,65,26,0,0,5,7,0,0,0,9,20,8,11,10,0,0
CLOSSBI01 ,Bill,Closs,N,11,21,103,0,0,16,23,0,0,0,32,123,36,38,31,0,0
COLEMBE01 ,Ben,Coleman,N,3,23,14,3,2,5,0,1,0,1,8,8,6,2,2,0,0
COLEMDE01 ,Derrick,Coleman,N,39,1457,656,278,108,386,108,30,59,82,111,487,230,211,170,74,26
COLEMJA01 ,Jack,Coleman,N,63,1573,631,0,0,621,216,0,0,0,224,646,249,206,133,0,0
COLESBI01 ,Bimbo,Coles,N,11,195,92,18,4,22,25,10,1,16,21,61,32,33,26,7,2
COLLIDO01 ,Doug,Collins,N,32,1218,687,0,0,131,111,3,0,0,95,536,282,159,123,0,0
COLLIDO02 ,Don,Collins,N,8,151,43,13,9,22,6,4,1,11,25,44,19,7,5,0,0
COLLIJA03 ,Jason,Collins,N,75,1781,276,193,138,331,47,35,33,75,290,225,84,156,108,2,0
COLLIJA04 ,Jarron,Collins,N,25,212,45,24,19,43,7,6,1,5,43,35,14,27,17,0,0
COLLINI01 ,Nick,Collison,N,11,218,92,33,22,55,5,3,5,6,40,61,37,27,17,1,1
COLTEST01 ,Steve,Colter,N,24,407,152,34,13,47,77,14,4,21,49,144,68,21,13,13,3
COMBSGL01 ,Glen,Combs,A,51,1545,735,0,0,141,144,0,0,0,134,678,286,207,163,0,0
CONGDJE01 ,Jeff,Congdon,A,26,607,210,0,0,59,118,0,0,0,69,202,78,66,54,0,0
CONLEGE01 ,Gene,Conley,N,33,482,169,0,0,222,11,0,0,0,119,187,70,47,29,0,0
CONLIED01 ,Ed,Conlin,N,35,665,253,0,0,120,39,0,0,0,60,289,94,96,65,0,0
CONLOMA01 ,Marty,Conlon,N,4,47,9,4,1,5,3,1,1,6,7,8,3,4,3,0,0
CONNELE01 ,Lester,Conner,N,13,94,31,8,5,13,13,5,1,1,8,18,12,7,6,1,1
COOKBE01  ,Bert,Cook,N,1,20,8,0,0,0,2,0,0,0,3,6,4,2,0,0,0
COOKBO01  ,Bobby,Cook,N,3,0,9,0,0,0,6,0,0,0,3,10,3,6,3,0,0
COOKBR01  ,Brian,Cook,N,31,206,84,33,19,52,12,4,2,12,39,94,33,9,9,27,9
COOKDA01  ,Darwin,Cook,N,25,525,208,34,20,54,82,30,4,46,70,223,86,46,30,25,6
CookDa02  ,Daequan,Cook,N,7,161,37,14,3,17,4,2,0,6,18,42,13,2,2,30,9
COOKJE01  ,Jeff,Cook,N,30,468,167,76,35,111,31,12,10,23,71,108,55,74,56,2,1
COOKNO01  ,Norm,Cook,N,1,3,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0
COOPECH01 ,Chuck,Cooper,N,26,490,139,0,0,116,27,0,0,0,78,127,44,65,51,0,0
COOPEDU01 ,Duane,Cooper,N,2,4,0,0,2,2,1,0,0,0,0,6,0,0,0,3,0
COOPEMI01 ,Michael,Cooper,N,168,4744,1581,422,152,574,703,203,96,256,474,1244,582,355,293,316,124
COOPEWA01 ,Wayne,Cooper,N,74,1276,434,223,133,356,56,22,96,64,214,400,178,110,78,1,0
COPELLA01 ,Lanard,Copeland,N,4,9,4,1,0,1,0,0,0,1,1,6,2,0,0,0,0
CORBITY01 ,Tyrone,Corbin,N,81,2226,681,248,156,404,114,80,15,77,202,608,273,138,109,88,26
CORLERA01 ,Ray,Corley,N,6,0,17,0,0,0,10,0,0,0,5,36,6,11,5,0,0
CORZIDA01 ,Dave,Corzine,N,68,1332,430,202,103,330,71,23,37,75,137,396,180,99,70,0,0
COSTELA01 ,Larry,Costello,N,52,1471,592,0,0,171,218,0,0,0,210,476,198,230,196,0,0
COUNTME01 ,Mel,Counts,N,85,1462,648,0,0,519,100,0,0,0,263,599,255,178,138,0,0
COUSYBO01 ,Bob,Cousy,N,109,4125,2018,0,0,546,937,0,0,0,314,2016,689,779,640,0,0
COWENDA01 ,Dave,Cowens,N,89,3768,1684,228,78,1285,333,30,24,8,398,1627,733,293,218,2,0
CRAWFCH01 ,Chris,Crawford,N,7,129,61,14,7,21,5,1,2,8,21,48,16,28,25,14,4
CRAWFFR01 ,Fred,Crawford,N,35,606,258,0,0,97,73,0,0,0,89,252,105,76,48,0,0
CRISSCH01 ,Charlie,Criss,N,25,432,177,18,1,28,53,22,1,14,34,146,66,49,44,4,1
CRITCRU01 ,Russ,Critchfield,A,5,19,4,0,0,2,7,0,0,0,6,6,1,6,2,0,0
CROSHAU01 ,Austin,Croshere,N,68,1236,453,169,77,246,49,27,24,63,121,343,130,180,152,114,41
CROSSFR01 ,Francis,Crossin,N,2,0,26,0,0,0,4,0,0,0,3,27,9,9,8,0,0
CROTTJO01 ,John,Crotty,N,36,269,71,15,8,23,35,9,3,20,30,62,23,21,18,17,7
CROWDCO01 ,Corey,Crowder,N,4,12,10,1,1,2,1,1,0,2,1,9,5,1,0,2,0
CUMMIPA01 ,Pat,Cummings,N,30,454,160,74,38,112,22,6,4,22,59,159,67,31,26,0,0
CUMMITE01 ,Terry,Cummings,N,110,2959,1663,490,252,742,173,98,62,171,353,1351,678,435,307,6,0
CUMMIVO01 ,Vonteego,Cummings,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUNNIBI01 ,Billy,Cunningham,N,39,1217,757,0,0,356,125,0,0,0,151,677,289,261,179,0,0
CUNNIBI01 ,Billy,Cunningham,A,15,533,303,0,0,158,67,0,0,0,57,254,121,88,61,0,0
CUNNIDI01 ,Dick,Cunningham,N,27,151,47,0,0,39,5,0,0,0,22,40,20,11,7,0,0
CURETEA01 ,Earl,Cureton,N,54,588,169,118,55,173,22,19,8,26,83,169,76,36,17,3,0
CURLEBI01 ,Bill,Curley,N,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CURRAFR01 ,Fran,Curran,N,2,0,5,0,0,0,0,0,0,0,0,7,2,1,1,0,0
CURRYDE01 ,Dell,Curry,N,51,891,340,60,27,87,57,40,7,41,81,315,126,54,47,117,41
CURRYMI01 ,Michael,Curry,N,36,683,154,35,6,41,36,15,5,14,86,127,61,31,24,24,8
DAILEQU01 ,Quintin,Dailey,N,4,129,61,8,5,13,11,4,0,5,9,62,26,11,8,7,1
DALEMSA01 ,Samuel,Dalembert,N,17,518,147,120,48,168,8,6,26,25,60,117,61,38,25,0,0
DAMPIER01 ,Erick,Dampier,N,52,1150,266,171,152,323,21,23,54,50,194,186,105,105,56,2,0
DAMPILO01 ,Lou,Dampier,N,15,246,67,0,0,15,32,7,3,0,19,67,29,15,9,0,0
DAMPILO01 ,Lou,Dampier,A,94,3795,1465,0,0,286,617,0,0,0,196,1371,598,341,269,0,0
DANDRBO01 ,Bob,Dandridge,N,98,3882,1967,0,0,754,365,44,29,0,377,1716,823,422,321,0,0
DANIEAN01 ,Antonio,Daniels,N,80,1857,691,141,23,164,230,49,10,76,80,499,230,219,189,119,42
DANIELL01 ,Lloyd,Daniels,N,12,140,50,13,11,24,5,3,1,7,12,50,19,8,7,15,5
DANIEMA01 ,Marquis,Daniels,N,36,571,219,51,35,86,55,21,7,40,55,191,83,70,49,18,4
DANIEME01 ,Mel,Daniels,A,109,3901,1901,0,0,1608,168,0,0,0,433,1648,740,616,421,0,0
DANILPR01 ,Predrag,Danilovic,N,3,60,25,0,1,1,4,1,0,3,8,18,9,3,3,10,4
DANTLAD01 ,Adrian,Dantley,N,73,2515,1558,207,130,395,169,69,6,160,188,1012,531,623,496,3,0
DANTMI01  ,Mike,D'antoni,N,4,42,18,0,0,7,1,0,0,0,6,14,7,4,4,0,0
DARKJE01  ,Jesse,Dark,N,2,11,7,0,0,1,1,0,0,0,2,6,1,5,5,0,0
DAUGHBR01 ,Brad,Daugherty,N,41,1600,782,330,89,419,137,27,40,92,113,530,275,307,232,2,0
DAVIEBO01 ,Bob,Davies,N,34,571,458,0,0,78,149,0,0,0,112,457,154,190,150,0,0
DAVISAN01 ,Antonio,Davis,N,93,2647,902,458,228,686,83,57,102,144,310,650,311,414,279,1,1
DAVISBA01 ,Baron,Davis,N,46,1755,911,161,49,210,298,114,24,118,162,722,318,256,180,269,95
DAVISBR01 ,Brad,Davis,N,45,950,341,64,11,75,167,16,6,74,89,236,125,91,77,32,14
DAVISCH02 ,Charlie,Davis,N,49,476,159,53,36,89,19,9,2,38,70,161,64,35,30,11,1
DAVISDA01 ,Dale,Davis,N,137,3662,900,702,389,1091,87,79,126,153,408,687,366,334,168,2,0
DAVISDW01 ,Dwight,Davis,N,11,142,50,0,0,28,10,0,0,0,28,37,16,22,18,0,0
DAVISED01 ,Edward,Davis,N,22,300,100,0,0,46,17,0,0,0,33,82,38,26,24,0,0
DavisGl01 ,Glen,Davis,N,31,646,260,59,45,104,32,23,12,30,86,209,100,87,60,1,0
DAVISHU01 ,Hubert,Davis,N,49,821,251,36,10,46,44,12,8,48,83,225,92,48,36,83,31
DAVISJA01 ,James,Davis,N,33,382,142,0,0,92,16,0,0,0,62,114,49,63,44,0,0
DAVISJO01 ,Johnny,Davis,N,43,1070,445,27,8,78,157,11,2,17,80,392,178,114,89,3,0
DAVISJO02 ,Josh,Davis,N,8,21,6,2,3,5,1,2,0,1,4,8,2,3,2,3,0
DAVISLE01 ,Lee,Davis,A,10,71,34,0,0,33,6,0,0,0,14,35,13,13,8,0,0
DAVISME01 ,Mel,Davis,N,7,40,24,0,0,9,2,0,0,0,3,24,11,2,2,0,0
DAVISRI01 ,Ricky,Davis,N,11,363,134,29,8,37,28,11,2,33,30,114,48,42,31,19,7
DAVISWA01 ,Walt,Davis,N,21,172,67,0,0,69,7,0,0,0,51,64,25,22,17,0,0
DAVISWA02 ,Warren,Davis,A,6,180,78,0,0,48,31,0,0,0,26,58,28,29,22,0,0
DAVISWA03 ,Walter,Davis,N,65,2073,1407,92,47,225,306,84,16,110,181,1144,572,311,258,25,5
DAWKIDA01 ,Darryl,Dawkins,N,109,2734,1375,304,124,665,119,39,147,169,438,992,542,414,291,7,0
DAWKIJO01 ,Johnny,Dawkins,N,13,439,157,19,6,25,98,19,2,30,24,138,59,47,39,9,0
DAYEDA01  ,Darren,Daye,N,34,372,169,32,20,52,28,12,4,30,46,119,64,57,41,0,0
DAYTO01   ,Todd,Day,N,9,100,42,4,6,10,4,4,1,4,24,35,16,10,5,16,5
DEBUSDA01 ,Dave,Debusschere,N,96,3682,1536,0,0,1155,253,0,0,0,327,1523,634,395,268,0,0
DECLEAN01 ,Andrew,Declercq,N,13,167,48,24,15,39,3,4,7,12,45,34,20,15,8,0,0
DEEDO01   ,Don,Dee,A,12,41,8,0,0,10,1,0,0,0,10,13,4,0,0,0,0
DEESAR01  ,Archie,Dees,N,2,18,11,0,0,4,2,0,0,0,2,12,4,3,3,0,0
DEHERTE01 ,Terry,Dehere,N,2,5,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0
DELEBI01  ,Bison,Dele,N,39,791,304,129,81,210,25,26,22,48,139,238,126,85,52,0,0
DELFICA01 ,Carlos,Delfino,N,29,288,85,38,11,49,21,10,1,16,31,80,31,18,15,33,8
DELKTO01  ,Tony,Delk,N,53,1038,406,106,38,144,79,35,9,47,79,341,145,88,66,125,50
DELNEVI01 ,Vinny,Del Negro,N,54,1368,473,101,17,118,151,34,6,47,97,425,193,69,56,72,31
DEMBOFE01 ,Fennis,Dembo,N,2,4,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
DEMICLA01 ,Larry,Demic,N,2,37,9,2,5,7,0,0,1,0,3,5,4,2,1,0,0
DEMPSGE01 ,George,Dempsey,N,25,338,105,0,0,64,35,0,0,0,35,87,38,49,29,0,0
DENGLU01  ,Luol,Deng,N,16,590,283,78,38,116,27,15,11,28,35,224,112,78,58,6,1
DENTORA01 ,Randy,Denton,A,6,236,113,0,0,80,11,0,0,0,18,92,49,22,15,0,0
DEPREJO01 ,Joe,Depre,A,20,245,87,0,0,26,19,0,0,0,45,79,34,27,19,0,0
DERLIRO01 ,Rod,Derline,N,10,105,48,0,0,17,8,0,0,0,10,43,20,9,8,0,0
DEUTSDA01 ,Dave,Deutsch,N,1,7,2,0,0,3,1,0,0,0,0,5,1,0,0,0,0
DEVLIWA01 ,Walter,Devlin,N,11,300,110,0,0,26,28,0,0,0,26,109,47,26,16,0,0
DIALDE01  ,Derrick,Dial,N,2,8,5,0,2,2,0,0,0,0,1,4,2,2,1,0,0
DiawaYa01 ,Yakhouba,Diawara,N,9,30,6,6,0,6,0,1,0,0,2,8,3,2,0,3,0
DIAWBO01  ,Boris,Diaw,N,35,1208,513,134,59,193,157,28,28,83,104,412,215,109,80,20,3
DICKECL01 ,Clyde,Dickey,A,1,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
DICKEDE01 ,Derrek,Dickey,N,27,430,179,0,0,115,17,0,0,0,55,140,78,33,23,0,0
DICKEDI01 ,Dick,Dickey,N,3,31,8,0,0,3,5,0,0,0,7,8,1,7,6,0,0
DICKEHE01 ,Henry,Dickerson,N,5,15,9,0,0,4,3,0,0,0,1,9,4,2,1,0,0
DICKEMI01 ,Michael,Dickerson,N,4,82,17,2,2,4,3,2,3,2,8,22,6,4,2,8,3
DICKSJO01 ,John,Dickson,A,1,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
DIERKCO01 ,Connie,Dierking,N,20,352,153,0,0,129,23,0,0,0,45,158,63,35,27,0,0
DIETRCO01 ,Coby,Dietrick,N,28,522,156,12,3,114,39,19,11,2,82,164,73,20,10,3,0
DIETRCO01 ,Coby,Dietrick,A,22,534,169,0,0,111,46,0,0,0,71,133,71,38,27,0,0
DIGREER01 ,Ernie,Digregorio,N,15,457,150,0,0,29,97,0,0,0,43,148,67,17,16,0,0
DILLCR01  ,Craig,Dill,A,6,15,7,0,0,6,2,0,0,0,5,8,3,1,1,0,0
DILLOJO01 ,John,Dillon,N,1,0,4,0,0,0,0,0,0,0,2,1,1,2,2,0,0
DINKIJA01 ,Jackie,Dinkins,N,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DIOPDE01  ,Desagana,Diop,N,28,547,80,94,56,150,4,17,38,15,102,54,33,25,14,0,0
